FID,wcode,practicename,noofbranches,ppclustercode,ppclustername,uprn,usrn,easting,northing,latitude,longitude,lhb_code,lhbwcode,lhb_name_cy,lhb_name_en,lacode,msoa21cd,edcode,lsoa21cd,countrycode,country_cy,country_en,fid,id,geom
gpmainsites_ogl.77,W92014,Church Surgery,0,CC203,North Ceredigion,49022154,47114992,258404.56,281882.47,52.416572,-4.0834266,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000008,W02000117,W05001300,W01000513,W92000004,Cymru,Wales,157,75,MULTIPOINT ((258404.56 281882.47))
gpmainsites_ogl.78,W92015,Fishguard Health Centre,0,CC204,North Pembrokeshire,2.00003E+11,47000441,195558,237119,51.9948002,-4.9793397,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000009,W02000127,W05001443,W01000566,W92000004,Cymru,Wales,158,76,MULTIPOINT ((195558 237119))
gpmainsites_ogl.79,W92016,Furnace House Surgery,0,CC207,Tywi / Taf,2.00003E+11,47206260,241413,220414,51.859722,-4.3043773,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000010,W02000149,W05001183,W01000641,W92000004,Cymru,Wales,159,77,MULTIPOINT ((241413 220414))
gpmainsites_ogl.80,W92018,Meddygfa Emlyn,0,CC205,South Ceredigion,49005696,47100212,230805,240964,52.0411982,-4.468395,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000008,W02000125,W05001311,W01000531,W92000004,Cymru,Wales,160,78,MULTIPOINT ((230805 240964))
gpmainsites_ogl.81,W92019,Llynyfran Surgery,0,CC205,South Ceredigion,49010273,47100308,241248,241276,52.0470907,-4.3164117,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000008,W02000125,W05001314,W01000533,W92000004,Cymru,Wales,161,79,MULTIPOINT ((241248 241276))
gpmainsites_ogl.82,W92021,Fairfield Surgery,0,CC202,Llanelli,1.00101E+11,47205768,250353,200288,51.6813662,-4.1659793,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000010,W02000164,W05001226,W01000654,W92000004,Cymru,Wales,162,80,MULTIPOINT ((250353 200288))
gpmainsites_ogl.83,W92022,Tanyfron Primary Care,0,CC203,North Ceredigion,49077988,47114741,245936,262361,52.2378337,-4.2576681,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000008,W02000120,W05001298,W01000506,W92000004,Cymru,Wales,163,81,MULTIPOINT ((245936 262361))
gpmainsites_ogl.84,W92023,Meddygfa Taf,0,CC207,Tywi / Taf,2.00002E+11,47205628,219882,216735,51.8201438,-4.6148009,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000010,W02000418,W05001227,W01000735,W92000004,Cymru,Wales,164,82,MULTIPOINT ((219882 216735))
gpmainsites_ogl.85,W92024,Meddygfa Padarn Surgery,0,CC203,North Ceredigion,49073940,47100818,259398.89,281990.72,52.4178012,-4.0688618,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000008,W02000117,W05001300,W01002000,W92000004,Cymru,Wales,165,83,MULTIPOINT ((259398.89 281990.72))
gpmainsites_ogl.86,W92025,Ystwyth Medical Group,0,CC203,North Ceredigion,49023320,47123480,259313,280766,52.4067758,-4.0696087,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000008,W02000118,W05001310,W01001935,W92000004,Cymru,Wales,166,84,MULTIPOINT ((259313 280766))
gpmainsites_ogl.87,W92027,Tenby Surgery,0,CC206,South Pembrokeshire,10002141695,47001824,213182,201059,51.677155,-4.7034771,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000009,W02000141,W05001488,W01000619,W92000004,Cymru,Wales,167,85,MULTIPOINT ((213182 201059))
gpmainsites_ogl.88,W92031,Meddygfa Tywyn Bach,0,CC202,Llanelli,10024021132,47205461,244695.09,200944.41,51.6857272,-4.2480445,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000010,W02000162,W05001181,W01000632,W92000004,Cymru,Wales,170,86,MULTIPOINT ((244695.09 200944.41))
gpmainsites_ogl.89,W92033,Saundersfoot Medical Centre,1,CC206,South Pembrokeshire,1.00101E+11,47001881,213416,204842,51.7112091,-4.7021202,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000009,W02000136,W05001482,W01002013,W92000004,Cymru,Wales,171,87,MULTIPOINT ((213416 204842))
gpmainsites_ogl.90,W92035,Amman Tawe Partnership,0,CC201,Amman Gwendraeth,10004856340,47203651,255978,212985,51.7969235,-4.0899333,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000010,W02000156,W05001212,W01000697,W92000004,Cymru,Wales,174,88,MULTIPOINT ((255978 212985))
gpmainsites_ogl.91,W92036,Brynteg Surgery,1,CC201,Amman Gwendraeth,10004859550,47206131,262723.49,212847.51,51.7973853,-3.992125,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000010,W02000154,W05001178,W01000714,W92000004,Cymru,Wales,176,89,MULTIPOINT ((262723.49 212847.51))
gpmainsites_ogl.92,W92037,Avenue Villa Surgery,0,CC202,Llanelli,10009170416,47203103,250307,200090,51.6795749,-4.1665592,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000010,W02000164,W05001226,W01000654,W92000004,Cymru,Wales,178,90,MULTIPOINT ((250307 200090))
gpmainsites_ogl.93,W92038,Narberth Surgery,0,CC206,South Pembrokeshire,2.00003E+11,47001739,210859,214909,51.8007635,-4.7445643,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000009,W02000132,W05001468,W01000595,W92000004,Cymru,Wales,179,91,MULTIPOINT ((210859 214909))
gpmainsites_ogl.94,W92039,Bro Pedr Medical Group,1,CC205,South Ceredigion,49017547,47123279,257894,248068,52.1126349,-4.076684,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000008,W02000123,W05001308,W01000527,W92000004,Cymru,Wales,180,92,MULTIPOINT ((257894 248068))
gpmainsites_ogl.95,W92040,Margaret Street Practice,1,CC201,Amman Gwendraeth,10004859283,47206374,262945,212555,51.7948112,-3.9887992,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000010,W02000154,W05001178,W01000626,W92000004,Cymru,Wales,182,93,MULTIPOINT ((262945 212555))
gpmainsites_ogl.96,W92041,The Robert Street Surgery,0,CC204,North Pembrokeshire,10090689326,47003312,190478,206050,51.7139592,-5.0343918,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000009,W02000135,W05001462,W01000587,W92000004,Cymru,Wales,184,94,MULTIPOINT ((190478 206050))
gpmainsites_ogl.97,W92042,Winch Lane Surgery,0,CC204,North Pembrokeshire,2.00003E+11,47000672,195429,215199,51.7979362,-4.96821,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000009,W02000130,W05001445,W01002010,W92000004,Cymru,Wales,185,95,MULTIPOINT ((195429 215199))
gpmainsites_ogl.98,W92044,Cardigan Health Centre,0,CC205,South Ceredigion,49078040,47100448,217670.85,246716.68,52.0886988,-4.6627565,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000008,W02000124,W05001324,W01000509,W92000004,Cymru,Wales,186,96,MULTIPOINT ((217670.85 246716.68))
gpmainsites_ogl.99,W92046,Coalbrook Surgery,0,CC201,Amman Gwendraeth,1.00101E+11,47203861,250503.48,211055.33,51.7781485,-4.1684305,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000010,W02000157,W05001219,W01000716,W92000004,Cymru,Wales,188,97,MULTIPOINT ((250503.48 211055.33))
gpmainsites_ogl.100,W92048,Llangennech Surgery,0,CC202,Llanelli,10009543483,47205772,256066,201943,51.6977308,-4.0840862,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000010,W02000160,W05001209,W01000692,W92000004,Cymru,Wales,189,98,MULTIPOINT ((256066 201943))
gpmainsites_ogl.101,W92050,St Peter's Surgery,0,CC207,Tywi / Taf,10004866254,47206291,241469.41,220443.89,51.8600066,-4.3035726,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000010,W02000149,W05001183,W01000641,W92000004,Cymru,Wales,190,99,MULTIPOINT ((241469.41 220443.89))
gpmainsites_ogl.102,W92051,Meddygfa Penygroes,1,CC201,Amman Gwendraeth,10004858237,47207810,258521,213654,51.803584,-4.0533549,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000010,W02000156,W05001218,W01000713,W92000004,Cymru,Wales,191,100,MULTIPOINT ((258521 213654))
gpmainsites_ogl.103,W92052,Ty Elli Group Practice,1,CC202,Llanelli,10004864368,47207228,250532,200524,51.6835343,-4.1634932,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000010,W02000164,W05001190,W01000654,W92000004,Cymru,Wales,193,101,MULTIPOINT ((250532 200524))
gpmainsites_ogl.104,W92053,Tregaron Surgery,0,CC203,North Ceredigion,49032019,47100706,267934.74,259724.31,52.2198624,-3.9346828,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000008,W02000421,W05001330,W01000550,W92000004,Cymru,Wales,195,102,MULTIPOINT ((267934.74 259724.31))
gpmainsites_ogl.105,W92055,Llanfair Surgery,1,CC207,Tywi / Taf,2.00003E+11,47205088,276752.63,234863.16,51.9984995,-3.7966683,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000010,W02000143,W05001203,W01000678,W92000004,Cymru,Wales,197,103,MULTIPOINT ((276752.63 234863.16))
gpmainsites_ogl.106,W92056,Llanilar Health Centre,0,CC203,North Ceredigion,49043253,47100924,262623,275079,52.356521,-4.0186511,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000008,W02000421,W05001331,W01000552,W92000004,Cymru,Wales,199,104,MULTIPOINT ((262623 275079))
gpmainsites_ogl.108,W92059,Meddygfa Penrhyn / Peninsula Practice,0,CC204,North Pembrokeshire,1.00101E+11,47003982,179930,224330,51.8740223,-5.1984291,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000009,W02000128,W05001483,W01000618,W92000004,Cymru,Wales,201,105,MULTIPOINT ((179930 224330))
gpmainsites_ogl.109,W92063,Meddygfa Tywi,0,CC207,Tywi / Taf,10004853830,47208814,249286.63,221470.68,51.8713993,-4.1905905,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000010,W02000146,W05001205,W01000682,W92000004,Cymru,Wales,205,106,MULTIPOINT ((249286.63 221470.68))
gpmainsites_ogl.110,W92064,Newport Surgery,1,CC204,North Pembrokeshire,2.00003E+11,47001327,205639,239205,52.0171518,-4.8338804,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000009,W02000127,W05001470,W01000597,W92000004,Cymru,Wales,206,107,MULTIPOINT ((205639 239205))
gpmainsites_ogl.111,W92440,Neyland Health Centre,1,CC206,South Pembrokeshire,2.00003E+11,47000964,196408,205018,51.7068761,-4.9480704,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000009,W02000134,W05001471,W01000598,W92000004,Cymru,Wales,210,108,MULTIPOINT ((196408 205018))
gpmainsites_ogl.112,W92616,Morfa Lane Surgery,0,CC207,Tywi / Taf,1.001E+11,47205491,240748,220009,51.8558941,-4.3138393,7A2,W11000025,Bwrdd Iechyd Prifysgol Hywel Dda,Hywel Dda University Health Board,W06000010,W02000149,W05001183,W01000641,W92000004,Cymru,Wales,217,109,MULTIPOINT ((240748 220009))
gpmainsites_ogl.113,W93001,St. Luke's Surgery,0,CC603,Caerphilly East,43076660,47501853,321612,194980,51.6481311,-3.1343695,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000018,W02000303,W05001650,W01001327,W92000004,Cymru,Wales,218,110,MULTIPOINT ((321612 194980))
gpmainsites_ogl.114,W93004,Tudor Gate Surgery,0,CC606,Monmouthshire North,2.00001E+11,47301057,329739,214160,51.8216319,-3.0208047,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000021,W02000336,W05001775,W01001557,W92000004,Cymru,Wales,219,111,MULTIPOINT ((329739 214160))
gpmainsites_ogl.115,W93007,Cwm Calon,0,CC601,Blaenau Gwent East,10070620050,3100351,321729.51,204363.3,51.7324987,-3.1347788,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000019,W02000321,W05001261,W01001455,W92000004,Cymru,Wales,220,112,MULTIPOINT ((321729.51 204363.3))
gpmainsites_ogl.116,W93009,Aberbeeg Medical Practice,0,CC601,Blaenau Gwent East,10014118100,3100953,320957.56,202025.59,51.7113751,-3.1454228,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000019,W02000322,W05001265,W01001465,W92000004,Cymru,Wales,222,113,MULTIPOINT ((320957.56 202025.59))
gpmainsites_ogl.117,W93011,Avicenna Medical Centre,1,CC603,Caerphilly East,43166830,47500725,317882,195957,51.6563811,-3.1884967,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000018,W02000300,W05001670,W01001403,W92000004,Cymru,Wales,225,114,MULTIPOINT ((317882 195957))
gpmainsites_ogl.118,W93012,Riverside Medical Practice,0,CC603,Caerphilly East,43051771,47500725,317836,195920,51.6560418,-3.1891528,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000018,W02000300,W05001670,W01001403,W92000004,Cymru,Wales,227,115,MULTIPOINT ((317836 195920))
gpmainsites_ogl.119,W93014,Sunnybank Health Centre,0,CC603,Caerphilly East,43049389,47500831,316577,197561,51.6706072,-3.2077413,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000018,W02000296,W05001654,W01001353,W92000004,Cymru,Wales,228,116,MULTIPOINT ((316577 197561))
gpmainsites_ogl.120,W93015,Blaenavon Medical Practice,0,CC611,Torfaen North,10091509854,40800598,325694.12,208846.54,51.7733421,-3.0783404,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000020,W02000323,W05001362,W01001487,W92000004,Cymru,Wales,229,117,MULTIPOINT ((325694.12 208846.54))
gpmainsites_ogl.121,W93018,Isca Medical Centre,1,CC609,Newport East,1.00101E+11,27104811,333879,190656,51.6108374,-2.9562793,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000022,W02000347,W05001632,W01001623,W92000004,Cymru,Wales,230,118,MULTIPOINT ((333879 190656))
gpmainsites_ogl.122,W93019,Wye Valley Practice,1,CC606,Monmouthshire North,1.00121E+11,14700845,356361,204474,51.7372677,-2.6333629,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,E07000080,,,,E92000001,Lloegr,England,232,119,MULTIPOINT ((356361 204474))
gpmainsites_ogl.123,W93020,Vauxhall Surgery,1,CC607,Monmouthshire South,2.00001E+11,47301084,352945.36,193616.72,51.639376,-2.6813592,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000021,W02000342,W05001786,W01001586,W92000004,Cymru,Wales,234,120,MULTIPOINT ((352945.36 193616.72))
gpmainsites_ogl.124,W93021,Mount Pleasant Practice,1,CC607,Monmouthshire South,10033355689,47303034,352610.84,193611.47,51.6393006,-2.6861921,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000021,W02000342,W05001786,W01001586,W92000004,Cymru,Wales,236,121,MULTIPOINT ((352610.84 193611.47))
gpmainsites_ogl.125,W93022,Town Gate Practice,1,CC607,Monmouthshire South,10033355688,47303034,352610.84,193611.47,51.6393006,-2.6861921,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000021,W02000342,W05001786,W01001586,W92000004,Cymru,Wales,238,122,MULTIPOINT ((352610.84 193611.47))
gpmainsites_ogl.126,W93023,Gray Hill Surgery,1,CC607,Monmouthshire South,2.00001E+11,47301165,347900.67,188054.06,51.5889176,-2.7534203,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000021,W02000345,W05001794,W01001588,W92000004,Cymru,Wales,240,123,MULTIPOINT ((347900.67 188054.06))
gpmainsites_ogl.127,W93024,Oak Street Surgery,0,CC612,Torfaen South,10013477406,40801187,329212,194778,51.6473258,-3.0245019,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000020,W02000332,W05001375,W01001527,W92000004,Cymru,Wales,242,124,MULTIPOINT ((329212 194778))
gpmainsites_ogl.128,W93026,New Chapel Street Surgery,0,CC612,Torfaen South,2.00003E+11,40800418,329199,196223,51.6603144,-3.0249828,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000020,W02000329,W05001372,W01001521,W92000004,Cymru,Wales,244,125,MULTIPOINT ((329199 196223))
gpmainsites_ogl.129,W93027,Cwmbran Village Surgery,1,CC612,Torfaen South,1.00101E+11,40801564,329302,194911,51.6485328,-3.0232283,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000020,W02000332,W05001368,W01001506,W92000004,Cymru,Wales,245,126,MULTIPOINT ((329302 194911))
gpmainsites_ogl.130,W93028,Clark Avenue Surgery,0,CC612,Torfaen South,1.00101E+11,40800192,329106,196598,51.6636738,-3.0264033,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000020,W02000329,W05001372,W01001522,W92000004,Cymru,Wales,247,127,MULTIPOINT ((329106 196598))
gpmainsites_ogl.131,W93029,Nant Dowlais Health Centre,1,CC612,Torfaen South,1.00101E+11,40802331,327545.49,194505.19,51.6446607,-3.0485271,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000020,W02000333,W05001365,W01001497,W92000004,Cymru,Wales,248,128,MULTIPOINT ((327545.49 194505.19))
gpmainsites_ogl.132,W93031,Panteg Health Centre,0,CC611,Torfaen North,2.00003E+11,40800489,329323,198891,51.6843145,-3.0237307,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000020,W02000328,W05001371,W01001515,W92000004,Cymru,Wales,252,129,MULTIPOINT ((329323 198891))
gpmainsites_ogl.133,W93032,Glan Rhyd Surgery,0,CC602,Blaenau Gwent West,2.00001E+11,3100764,316405.07,211447.18,51.795408,-3.2135653,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000019,W02000314,W05001257,W01001442,W92000004,Cymru,Wales,254,130,MULTIPOINT ((316405.07 211447.18))
gpmainsites_ogl.134,W93033,Old Station Surgery,0,CC606,Monmouthshire North,2.00001E+11,47300133,329453.18,214583.4,51.8254021,-3.0250373,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000021,W02000337,W05001775,W01001546,W92000004,Cymru,Wales,255,131,MULTIPOINT ((329453.18 214583.4))
gpmainsites_ogl.136,W93036,Castle Gate Medical Practice,1,CC606,Monmouthshire North,2.00001E+11,47300657,350587,212569,51.8095652,-2.7181284,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000021,W02000339,W05001798,W01001554,W92000004,Cymru,Wales,258,132,MULTIPOINT ((350587 212569))
gpmainsites_ogl.137,W93037,Usk Surgery,0,CC606,Monmouthshire North,10033337091,47300614,337653.91,200776.32,51.7022523,-2.9035809,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000021,W02000341,W05001777,W01001596,W92000004,Cymru,Wales,260,133,MULTIPOINT ((337653.91 200776.32))
gpmainsites_ogl.138,W93039,St Paul's Clinic,0,CC610,Newport West,2.00003E+11,27101088,331228,187587,51.5829287,-2.9939549,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000022,W02000360,W05001645,W01001687,W92000004,Cymru,Wales,262,134,MULTIPOINT ((331228 187587))
gpmainsites_ogl.139,W93040,Park Surgery,0,CC609,Newport East,10096455526,27101222,335496.65,188833.07,51.5946367,-2.9325856,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000022,W02000356,W05001639,W01001666,W92000004,Cymru,Wales,263,135,MULTIPOINT ((335496.65 188833.07))
gpmainsites_ogl.140,W93043,Richmond Clinic,0,CC609,Newport East,1.00101E+11,27100238,332149,189203,51.5975687,-2.9809775,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000022,W02000353,W05001644,W01001675,W92000004,Cymru,Wales,266,136,MULTIPOINT ((332149 189203))
gpmainsites_ogl.141,W93044,The Rugby Surgery,0,CC609,Newport East,1.00101E+11,27100806,332339,187724,51.5842951,-2.9779491,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000022,W02000359,W05001647,W01001690,W92000004,Cymru,Wales,267,137,MULTIPOINT ((332339 187724))
gpmainsites_ogl.142,W93045,Westfield Medical Centre,0,CC610,Newport West,1.00101E+11,27101560,330382,190619,51.6100828,-3.0067656,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000022,W02000348,W05001637,W01001654,W92000004,Cymru,Wales,268,138,MULTIPOINT ((330382 190619))
gpmainsites_ogl.143,W93046,Bryngwyn Surgery,0,CC610,Newport West,10014122644,27100218,330403,188041,51.5869087,-3.0059499,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000022,W02000358,W05001627,W01001603,W92000004,Cymru,Wales,269,139,MULTIPOINT ((330403 188041))
gpmainsites_ogl.144,W93047,Ringland Medical Practice,0,CC609,Newport East,1.00101E+11,27101222,335452.43,188768.61,51.5940521,-2.933212,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000022,W02000356,W05001639,W01001666,W92000004,Cymru,Wales,270,140,MULTIPOINT ((335452.43 188768.61))
gpmainsites_ogl.145,W93048,Bellevue Surgery,1,CC610,Newport West,10002148796,27100411,331039,186969,51.5773498,-2.9965609,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000022,W02000364,W05001638,W01001659,W92000004,Cymru,Wales,271,141,MULTIPOINT ((331039 186969))
gpmainsites_ogl.146,W93049,St Julians Medical Centre,0,CC609,Newport East,1.00101E+11,27101362,332046,189379,51.5991386,-2.9824984,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000022,W02000353,W05001644,W01001680,W92000004,Cymru,Wales,273,142,MULTIPOINT ((332046 189379))
gpmainsites_ogl.147,W93051,Malpas Brook Health Centre,0,CC610,Newport West,1.00101E+11,27100933,330619,189474,51.5998182,-3.0031165,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000022,W02000352,W05001643,W01001684,W92000004,Cymru,Wales,275,143,MULTIPOINT ((330619 189474))
gpmainsites_ogl.148,W93053,Beechwood Primary Care,1,CC609,Newport East,2.00002E+11,27111812,333294,188155,51.588284,-2.9642498,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000022,W02000354,W05001628,W01001608,W92000004,Cymru,Wales,277,144,MULTIPOINT ((333294 188155))
gpmainsites_ogl.149,W93054,St David's Clinic,2,CC610,Newport West,10002149105,27100411,331019,186926,51.5769607,-2.996841,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000022,W02000364,W05001638,W01001659,W92000004,Cymru,Wales,279,145,MULTIPOINT ((331019 186926))
gpmainsites_ogl.150,W93055,Trosnant Lodge,0,CC611,Torfaen North,2.00002E+11,40801500,328423,200594,51.6995099,-3.0370964,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000020,W02000326,W05001374,W01001524,W92000004,Cymru,Wales,282,146,MULTIPOINT ((328423 200594))
gpmainsites_ogl.152,W93057,Abersychan Group Practice,1,CC611,Torfaen North,10013475521,40801203,327009,203238,51.7230963,-3.0581077,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000020,W02000325,W05001373,W01001529,W92000004,Cymru,Wales,286,147,MULTIPOINT ((327009 203238))
gpmainsites_ogl.153,W93058,Pontypool Medical Centre,2,CC611,Torfaen North,10013475686,40803006,328041,201244,51.7053044,-3.0427572,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000020,W02000326,W05001374,W01001524,W92000004,Cymru,Wales,288,148,MULTIPOINT ((328041 201244))
gpmainsites_ogl.154,W93059,Wellspring Medical Centre,0,CC603,Caerphilly East,43074488,47502859,324211,190371,51.6070554,-3.0958133,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000018,W02000306,W05001672,W01001412,W92000004,Cymru,Wales,291,149,MULTIPOINT ((324211 190371))
gpmainsites_ogl.155,W93061,The Rogerstone Practice,0,CC610,Newport West,2.00002E+11,27101559,327935,187561,51.5822828,-3.0414682,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000022,W02000355,W05001640,W01001674,W92000004,Cymru,Wales,292,150,MULTIPOINT ((327935 187561))
gpmainsites_ogl.156,W93063,Tredegar Medical Practice,0,CC602,Blaenau Gwent West,2.00003E+11,3100658,314025.84,208709.71,51.7704401,-3.2473794,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000019,W02000319,W05001269,W01001481,W92000004,Cymru,Wales,293,151,MULTIPOINT ((314025.84 208709.71))
gpmainsites_ogl.157,W93064,Risca Surgery,1,CC603,Caerphilly East,43071343,47503357,323424,191292,51.6152285,-3.1073777,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000018,W02000306,W05001672,W01001411,W92000004,Cymru,Wales,294,152,MULTIPOINT ((323424 191292))
